,game_title,game_id,steam_appid,short_description,header_image,url
2638,Inside The Gear,1585,333120.0,"A physics puzzle game like no other! You are inside the big old machine. There are rusty gears and shafts all around you, along with interactive objects such as planks and cubes. Use each object and place the wheel on the platform – easy!",https://steamcdn-a.akamaihd.net/steam/apps/333120/header.jpg?t=1533018452,https://store.steampowered.com/app/333120/Inside_The_Gear/
2639,Pressured,2274,292620.0,"Pressured is a unique and intense number puzzler. Hit your targets to unlock pieces of the dark story, all told via the poetry of Nicholas Gordon. Created by Paul Marrable With music from Matt Mcfarland.",https://steamcdn-a.akamaihd.net/steam/apps/292620/header.jpg?t=1447361174,https://store.steampowered.com/app/292620/Pressured/
2640,Grimind,1392,265380.0,"Grimind is a 2D, physics based, adventure, platform game in horror/creepy theme. Grimind casts you into forgotten caves and ancient crypts, without memories. While being there you have to demonstrate great manual skills to pass obstacles and solve non trivial puzzles to get out of scary environment and additionally discover what are you...",https://steamcdn-a.akamaihd.net/steam/apps/265380/header.jpg?t=1475934157,https://store.steampowered.com/app/265380/Grimind/
2641,Tinboy,3212,399430.0,"Tinboy is a puzzle-platformer, with a massive difficulty level.",https://steamcdn-a.akamaihd.net/steam/apps/399430/header.jpg?t=1541587814,https://store.steampowered.com/app/399430/Tinboy/
2645,Rogue's Tale,2497,265990.0,Rogue's Tale is a single player turn-based dungeon crawling game.The game takes place in a place called Frostmourn Keep and its underlying dungeons located in the World's End Mountains. The goal is to overthrow the current king of the Frostmourn Keep and become the new king.,https://steamcdn-a.akamaihd.net/steam/apps/265990/header.jpg?t=1447359573,https://store.steampowered.com/app/265990/Rogues_Tale/
2648,Windward,3478,326410.0,Windward is an action-filled multiplayer sandbox game that puts you in control of a ship sailing the high seas of a large procedurally-generated world.,https://steamcdn-a.akamaihd.net/steam/apps/326410/header.jpg?t=1447363978,https://store.steampowered.com/app/326410/Windward/
2650,Secret Ponchos,2611,265750.0,"Secret Ponchos is a highly competitive PvP fighting game set in a stylish Spaghetti Western universe. The unique, fast-paced gameplay in 3v3 battles creates an environment where PvP skills will be put to the test every match.",https://steamcdn-a.akamaihd.net/steam/apps/265750/header.jpg?t=1450115527,https://store.steampowered.com/app/265750/Secret_Ponchos/
2656,The Golf Club,3083,269730.0,"The Golf Club is a visually stunning golf simulation that features procedurally generated courses, a fully featured course editor, asynchronous online play and outstanding gameplay. Create and share courses with your friends and compete with both friends and rivals in this fresh take on golf.",https://steamcdn-a.akamaihd.net/steam/apps/269730/header.jpg?t=1478024037,https://store.steampowered.com/app/269730/The_Golf_Club/
2659,Insane 2,1582,35320.0,"Features traditional time trial mode and 9 other game modes, including the popular “Capture the flag”, “Gate hunt” and “Pathfinder”.",https://steamcdn-a.akamaihd.net/steam/apps/35320/header.jpg?t=1447355246,https://store.steampowered.com/app/35320/Insane_2/
2661,Bob Was Hungry,406,343560.0,Bob Was Hungry is a challenging precision platformer with many levels designed to truly test your platforming skills. Play alone or online with 2-8 player co-op and make your way through countless perils to feed your bob!,https://steamcdn-a.akamaihd.net/steam/apps/343560/header.jpg?t=1447367416,https://store.steampowered.com/app/343560/Bob_Was_Hungry/
2662,Zombie Grinder,3563,263920.0,"A cross-platform, cooperative, multiplayer, zombie death-fest. Slaughter your way through many different maps, game modes and enemies - With tons of weapons and customization options!",https://steamcdn-a.akamaihd.net/steam/apps/263920/header.jpg?t=1478035261,https://store.steampowered.com/app/263920/Zombie_Grinder/
2663,"It came from space, and ate our brains",1606,342620.0,"‘It came from space, and ate our brains’ is an Arcade top down shooter with horde survival gameplay. The brain slurping aliens are only vulnerable to bullets. Using your flashlight, environment and special powers you have a better chance to take care of the unwanted pink guests.",https://steamcdn-a.akamaihd.net/steam/apps/342620/header.jpg?t=1513873702,https://store.steampowered.com/app/342620/It_came_from_space_and_ate_our_brains/
2664,Sakura Swim Club,2562,402180.0,"In Sakura Swim Club, follow the story of Kaede, just your average high school guy. Upon transferring to a new school, he meets two beautiful girls in the swim club. Things haven't gone well for the swim club lately, but with Kaede's help, that all changes.",https://steamcdn-a.akamaihd.net/steam/apps/402180/header.jpg?t=1485965577,https://store.steampowered.com/app/402180/Sakura_Swim_Club/
2670,Freaking Meatbags,1259,297060.0,"Land on a planet, pick up some rocks, leave before the solar system explodes. Oh, and don't die in the nightly robot attacks! Freaking Meatbags is a humorous real-time strategy game that's all about building a base, mixing meatbag DNA, then convincing those dolts to help you gather resources.",https://steamcdn-a.akamaihd.net/steam/apps/297060/header.jpg?t=1447361577,https://store.steampowered.com/app/297060/Freaking_Meatbags/
2673,Crusaders of the Lost Idols,702,402840.0,"Crusaders of the Lost Idols is an idle game of heroic awesomeness! Create a band of fighters to fight monsters, earn gold and create strategies for the perfect formations over multiple campaigns! Upgrade your heroes, collect unique gear, and unlock new Crusaders in regular new events.",https://steamcdn-a.akamaihd.net/steam/apps/402840/header.jpg?t=1553286846,https://store.steampowered.com/app/402840/Crusaders_of_the_Lost_Idols/
2675,CaesarIA,472,327640.0,"CaesarIA is a remake of an old-school economic strategy game, Caesar III which is a masterpiece among the games of this genre in our opinion. There are different economic strategy games and they can be broken down to subtypes but from our viewpoint Caesar encompasses planning, constructing, diplomacy and military campaigns.",https://steamcdn-a.akamaihd.net/steam/apps/327640/header.jpg?t=1457540888,https://store.steampowered.com/app/327640/CaesarIA/
2676,Assassin's Creed Freedom Cry,224,277590.0,"Play as Adewale, an ex-slave turned Assassin fighting for freedom with the help of his own Pirate crew.",https://steamcdn-a.akamaihd.net/steam/apps/277590/header.jpg?t=1532007138,https://store.steampowered.com/app/277590/Assassins_Creed_Freedom_Cry/
2679,Offspring Fling!,2106,211360.0,Offspring Fling is a game about a poor forest creature that has misplaced all of her children.,https://steamcdn-a.akamaihd.net/steam/apps/211360/header.jpg?t=1478033717,https://store.steampowered.com/app/211360/Offspring_Fling/
2680,A Valley Without Wind 2,41,228320.0,"A modern take on the 16-bit era, A Valley Without Wind 2 blends a variety of mechanics across multiple genres, seamlessly bringing together the best qualities of old-school platform-shooters and turn-based strategy games.",https://steamcdn-a.akamaihd.net/steam/apps/228320/header.jpg?t=1478029851,https://store.steampowered.com/app/228320/A_Valley_Without_Wind_2/
2681,Shadow Man,2634,251770.0,"He is coming, stalking criminals in the spirit world and the real world. A possessed man is coming, a voodoo mask in his chest and lines of power in his back. Shadow Man is coming, trailing evil from Liveside to Deadside. To stop an apocalypse. To save your soul.",https://steamcdn-a.akamaihd.net/steam/apps/251770/header.jpg?t=1466791144,https://store.steampowered.com/app/251770/Shadow_Man/
2683,"I Have No Mouth, and I Must Scream",1545,245390.0,"The adventure plunges you into the tortured and hidden past of five humans. Delve into their darkest fears. Outwit the Master Computer AM in a game of psychological warfare. Disturbing, compelling. An adventure you won't easily forget !!",https://steamcdn-a.akamaihd.net/steam/apps/245390/header.jpg?t=1515032240,https://store.steampowered.com/app/245390/I_Have_No_Mouth_and_I_Must_Scream/
2687,"10,000,000",4,227580.0,10000000: The Dungeon Crawling Matching Game,https://steamcdn-a.akamaihd.net/steam/apps/227580/header.jpg?t=1555588905,https://store.steampowered.com/app/227580/10000000/
2688,Red Faction II,2415,20550.0,"Twenty-second century Earth. Five years after the rebellion on Mars. For the last 15 years, Sopot, the corrupt dictator, has oppressed the people of the Commonwealth. His relentless pursuit of unification with the neighboring United Republic has left the country soaked in unnecessary bloodshed and poverty.",https://steamcdn-a.akamaihd.net/steam/apps/20550/header.jpg?t=1533041537,https://store.steampowered.com/app/20550/Red_Faction_II/
2689,Dodge,909,350630.0,Dodge is a minimalist arcade-style game originally made for Ludum Dare 26. Your aim is simple: To dodge the incoming squares for as long as possible.,https://steamcdn-a.akamaihd.net/steam/apps/350630/header.jpg?t=1447369199,https://store.steampowered.com/app/776080/Dodge/
2690,Dodge,909,350630.0,Dodge is a minimalist arcade-style game originally made for Ludum Dare 26. Your aim is simple: To dodge the incoming squares for as long as possible.,https://steamcdn-a.akamaihd.net/steam/apps/350630/header.jpg?t=1447369199,https://store.steampowered.com/app/350630/Dodge/
2691,Dodge,909,776080.0,"Use your mouse to move around the game area avoiding cubes and getting the highest score you can set. Your score only depends by your reflexes and skills, so if you lose, the bad is all yours. Enjoy!",https://steamcdn-a.akamaihd.net/steam/apps/776080/header.jpg?t=1515537148,https://store.steampowered.com/app/776080/Dodge/
2692,Dodge,909,776080.0,"Use your mouse to move around the game area avoiding cubes and getting the highest score you can set. Your score only depends by your reflexes and skills, so if you lose, the bad is all yours. Enjoy!",https://steamcdn-a.akamaihd.net/steam/apps/776080/header.jpg?t=1515537148,https://store.steampowered.com/app/350630/Dodge/
2695,The Moon Sliver,3121,329830.0,"You are on a bleak, cold, windy island. And you seem to be alone... but fires and candles still burn. As you explore, a story of guilt, loneliness, and faith begins to take shape. And it becomes increasingly obvious that something is hunting you...",https://steamcdn-a.akamaihd.net/steam/apps/329830/header.jpg?t=1547154466,https://store.steampowered.com/app/329830/The_Moon_Sliver/
2697,Thirty Flights of Loving,3198,214700.0,"Explore the world of Thirty Flights of Loving through a first-person short story. Take a deep dive with high-flying schemers, lovelorn criminals, and more stray kittens than you can shake a stick at.",https://steamcdn-a.akamaihd.net/steam/apps/214700/header.jpg?t=1539700884,https://store.steampowered.com/app/214700/Thirty_Flights_of_Loving/
2699,Monster Bash,1951,358210.0,"Johnny Dash's bash 'em and smash 'em adventure takes him into the evil Under World of Count Chuck. The story starts when Johnny's dog Tex is kidnapped by the Count, along with hundreds of other pet dogs and cats.",https://steamcdn-a.akamaihd.net/steam/apps/358210/header.jpg?t=1478001502,https://store.steampowered.com/app/358210/Monster_Bash/
2700,Eradicator,1062,329640.0,Explode into action!,https://steamcdn-a.akamaihd.net/steam/apps/329640/header.jpg?t=1466812283,https://store.steampowered.com/app/329640/Eradicator/
